id	name	definition	synonyms
DOID:0050670	ataxic cerebral palsy	A cerebral palsy that is caused by damage to the cerebellum, which affects muscle coordination, particularly in the limb. Some individuals suffer from hypotonia, tremors, difficulty with visual and/or auditory processing. [url:http\://en.wikipedia.org/wiki/Cerebral_palsy#Ataxic, url:http\://www.brainandspinalcord.org/cerebral-palsy/types/ataxic-cerebral-palsy.html]	hypotonic cerebral palsy
DOID:0050671	female breast cancer	A breast cancer that develops from breast tissue in females. [url:https\://en.wikipedia.org/wiki/Breast_cancer, url:https\://www.ncbi.nlm.nih.gov/pubmed/24703317, url:https\://www.ncbi.nlm.nih.gov/pubmed/25002350]	
DOID:0050672	dyskinetic cerebral palsy	A cerebral palsy that is caused by damage to the extrapyramidal motor system and/or pyramidal tract and to the basal ganglia, which results in mixed muscle tone (hypertonia and hypotonia). The individuals have trouble holding themselves in an upright, steady position for sitting or walking, and often show involuntary motions. [url:http\://en.wikipedia.org/wiki/Cerebral_palsy#Ataxic]	Athetoid Dyskinetic Cerebral Palsy
DOID:0050673	mixed cerebral palsy	A cerebral palsy that is caused by injury to both the pyramidal and extra pyramidal areas of the brain, which results in both the tight muscle tone and the involuntary movements. The individual have difficulty with speaking and swallowing. [url:http\://www.brainandspinalcord.org/cerebral-palsy/types/mixed-cerebral-palsy, url:http\://www.cerebralpalsysource.com/Types_of_CP/mixed_cp/index.html]	
DOID:0050674	congenital bile acid synthesis defect	A steroid inherited metabolic disorder characterized by abnormal conversion of cholesterol into bile acids which occurs predominantly in the liver. [url:https\://rarediseases.org/rare-diseases/bile-acid-synthesis-disorders/, url:https\://www.ncbi.nlm.nih.gov/pubmed/12543708]	3-beta-hydroxy-delta-5-C27-steroid oxidoreductase deficiency,CBA,cholestasis with delta(4)-3-oxosteroid-5-beta-reductase deficiency
DOID:0050675	Birk-Barel syndrome	A syndrome that is characterized by intellectual disability, hypotonia, hyperactivity and facies, has_material_basis_in heterozygous mutation in the KCNK9 gene on chromosome 8q24. [url:https\://rarediseases.info.nih.gov/diseases/10050/bietti-crystalline-corneoretinal-dystrophy]	Birk-Barel mental retardation dysmorphism syndrome
DOID:0050676	Birt-Hogg-Dube syndrome	A skin disease that is characterized by the development of skin papules on the head, face and upper torso, has_material_basis_in heterozygous mutation in the gene encoding folliculin on chromosome 17p11. [url:https\://rarediseases.org/rare-diseases/birt-hogg-dube-syndrome/]	
DOID:0050677	Bjornstad syndrome	A syndrome that is characterized by early onset of hearing loss and hair loss due to pili torti, has_material_basis_in homozygous or compound heterozygous mutation in the BCS1L gene on chromosome 2q35. [url:https\://rarediseases.org/rare-diseases/birt-hogg-dube-syndrome/]	BJS,deafness-pili torti-hypogonadism syndrome,PTD
DOID:0050678	Blau syndrome	A syndrome characterized by familial granulomatous arthritis, uveitis and skin granulomas. It has_material_basis_in heterozygous mutations in the NOD2 gene. [url:http\://en.wikipedia.org/wiki/Blau_syndrome, url:http\://www.omim.org/entry/186580?search=186580&highlight=186580]	ARTHROCUTANEOUVEAL GRANULOMATOSIS,BLAUS,Jabs syndrome
DOID:0050679	blue cone monochromacy	An achromatopsia that is characterized by severely impaired color discrimination, low visual acuity, nystagmus, photophobia due to the absence of functional long wavelength-sensitive and medium wavelength-sensitive cones in the retina and has_material_basis_in recessive X-linked inheritance. [url:http\://omim.org/entry/303700, url:http\://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=16]	
DOID:0050680	Boomerang dysplasia	An osteochondrodysplasia that is characterized by severe dwarfism, dislocated joints, club feet, distinctive facies and dysplastic tubular bones with boomerang-like bowing, has_material_basis_in heterozygous mutation in the FLNB gene on chromosome 3p14. [url:https\://rarediseases.info.nih.gov/diseases/933/boomerang-dysplasia]	
DOID:0050681	Borjeson-Forssman-Lehmann syndrome	An X-linked disease that is characterized by intellectual disability, truncal obesity, seizures, hypogonadism, developmental delay, distinctive facial features, tapered fingers and short toes and has_material_basis_in X-linked recessive inheritance of mutations in the PHF6 gene. [url:http\://rarediseases.info.nih.gov/gard/936/borjeson-forssman-lehmann-syndrome/resources/1, url:http\://www.nature.com/ejhg/journal/v14/n12/full/5201639a.html]	BFLS,BORJ,Borjeson syndrome,intellectual deficiency-epilepsy-endocrine disorders syndrome,mental retardation, epilepsy, and endocrine disorder,MRXSBFL,syndromic X-linked mental retardation Borjeson-Forssman-Lehmann type
DOID:0050682	Athabaskan brainstem dysgenesis syndrome	A brain disease that is characterized by brainstem dysgenesis, has_material_basis_in homozygous mutations in the HOXA1 gene. [url:https\://www.ncbi.nlm.nih.gov/pubmed/18412118, url:https\://www.omim.org/entry/601536]	NAVAJO BRAINSTEM SYNDROME
DOID:0050683	Bothnia retinal dystrophy	A fundus dystrophy that is characterized by early onset of night blindness and decreased visual acuity that progresses to blindness in early adulthood, has_material_basis_in mutation in RLBP1 gene. [url:https\://www.ncbi.nlm.nih.gov/pubmed/11176989, url:https\://www.omim.org/entry/607475]	Vasterbotten dystrophy
DOID:0050684	Bowen-Conradi syndrome	A syndrome that is characterized by growth delays, failure to thrive and malformations of the head and face that results in infantile death, has_material_basis_in homozygous mutation in the EMG1 gene on chromosome 12p13. [url:https\://www.ncbi.nlm.nih.gov/pubmed/19463982, url:https\://www.omim.org/entry/211180]	Bowen Hutterite syndrome,Bowen-Conradi Hutterite syndrome,BWCNS
DOID:0050685	small cell carcinoma	A carcinoma that is an undifferentiated neoplasm composed of primitive-appearing cells. [url:http\://en.wikipedia.org/wiki/Small_cell_carcinoma]	intermediate cell small cell carcinoma,Small cell carcinoma - intermediate cell,Small cell carcinoma, intermediate cell
DOID:0050686	organ system cancer	A cancer that is classified based on the organ it starts in. [url:http\://cancerguide.org/basic.html]	
DOID:0050687	cell type cancer	A cancer that is classified by the type of cell from which it is derived. [url:http\://cancerguide.org/basic.html, url:http\://en.wikipedia.org/wiki/Cancer]	
DOID:0050688	anal canal cancer	A large intestine cancer that is located_in the terminal part of the large intestine. [url:http\://en.wikipedia.org/wiki/Anal_canal]	
DOID:0050689	brachydactyly-syndactyly syndrome	A syndrome that is characterized by brachydactyly and syndactyly, has_material_basis_in heterozygous mutation in the HOXD13 gene on chromosome 2q31. [url:https\://www.ncbi.nlm.nih.gov/pubmed/17236141, url:https\://www.omim.org/entry/610713]	
DOID:0050690	brachyolmia	An osteochondrodysplasia characterized by generalized platyspondyly without significant long bone abnormalities and short stature. [url:https\://www.ncbi.nlm.nih.gov/pubmed/10968486]	brachyrachia
DOID:0050691	branchiooculofacial syndrome	A syndrome that is characterized by low birth weight and growth retardation, bilateral branchial clefts. [url:http\://ghr.nlm.nih.gov/condition/branchio-oculo-facial-syndrome, url:http\://www.ncbi.nlm.nih.gov/books/NBK55063/, url:http\://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1297, url:http\://www.rarediseases.org/rare-disease-information/rare-diseases/byID/714/viewAbstract]	
DOID:0050692	Brody myopathy	A neuromuscular disease is characterized by difficulty relaxing muscles and muscle stiffness following exercise or other strenuous activity and is located in skeletal muscles. [url:https\://ghr.nlm.nih.gov/condition/brody-myopathy, url:https\://rarediseases.info.nih.gov/gard/9158/brody-myopathy/case/23360/case-questions]	
DOID:0050693	Brooke-Spiegler syndrome	A skin disease that is characterized by the development of several types of tumors from the skin, has_material_basis_in heterozygous mutation in the CYLD gene on chromosome 16q12. [url:https\://rarediseases.info.nih.gov/diseases/10179/brooke-spiegler-syndrome]	BRSS,BSS,CYLD cutaneous syndrome,SBS,Spiegler-Brooke Syndrome
DOID:0050694	Brown-Vialetto-Van Laere syndrome	A syndrome that is characterized by sensorineural hearing loss and a variety of cranial nerve palsies, usually involving the motor components of the seventh and ninth to twelfth cranial nerves. [url:https\://www.ncbi.nlm.nih.gov/pubmed/21110228]	
DOID:0050695	malignant pleural solitary fibrous tumor	A pleural cancer that is located_in mesenchymal cells in the areolar tissue subjacent to the mesothelial-lined pleura. [url:https\://www.ncbi.nlm.nih.gov/pubmed/17075563]	
DOID:0050696	fetal alcohol spectrum disorder	A specific developmental disorder and physical disorder that is characterized by physical, behavioral and learning birth defects resulting from maternal ingestion of alcohol during pregnancy. [url:http\://en.wikipedia.org/wiki/Fetal_alcohol_spectrum_disorder, url:http\://www.cdc.gov/ncbddd/fasd/facts.html]	
DOID:0050697	chorioamnionitis	A placenta disease that is an inflammation of the fetal membranes (amnion and chorion) due to a bacterial infection. [url:http\://en.wikipedia.org/wiki/Chorioamnionitis, url:http\://www.merriam-webster.com/medlineplus/Chorioamnionitis]	
DOID:0050698	funisitis	A connective tissue disease that is an inflammation of the connective tissue of the umbilical cord. [url:http\://en.wikipedia.org/wiki/Funisitis]	
DOID:0050699	Dent disease	A renal tubular transport disease that is characterized by  tubular proteinuria, hypercalciuria, calcium nephrolithiasis, nephrocalcinosis and chronic kidney failure and has_material_basis_in X-linked recessive inheritance of mutations in the CLCN5 gene or OCRL1 gene. [url:http\://en.wikipedia.org/wiki/Dent%27s_disease, url:http\://ghr.nlm.nih.gov/condition/dent-disease, url:http\://www.orpha.net/consor/cgi-bin/OC_Exp.php?Lng=GB&Expert=1652]	Dent disease 1,Dent disease 2,Dent's disease
DOID:0050700	cardiomyopathy	A heart disease and a myopathy that is characterized by deterioration of the function of the heart muscle. [url:http\://en.wikipedia.org/wiki/Cardiomyopathy, url:http\://www.nhlbi.nih.gov/health/health-topics/topics/cm/]	Cardiomyopathies
DOID:0050701	electroclinical syndrome	An epilepsy syndrome that is a group of clinical entities showing a cluster of electro-clinical characteristics, classified according to age at onset, cognitive and developmental antecedents and consequences, motor and sensory examinations, EEG features, provoking or triggering factors, and patterns of seizure occurrence with respect to sleep. [url:http\://www.ice-epilepsy.org/new-ice-terminology-from-ilae.html, url:http\://www.ncbi.nlm.nih.gov/pmc/articles/PMC3267655/table/T1/, url:https\://www.ncbi.nlm.nih.gov/pubmed/20196795]	electro-clinical syndrome
DOID:0050702	neonatal period electroclinical syndrome	An electroclinical syndrome with onset in the neonatal period less than 44 weeks of gestational age. [url:https\://www.ncbi.nlm.nih.gov/pubmed/20196795, url:https\://www.ncbi.nlm.nih.gov/pubmed/22182677]	
DOID:0050703	infancy electroclinical syndrome	An electroclinical syndrome with onset in infancy occurring between birth and one year of age. [url:https\://www.ncbi.nlm.nih.gov/pubmed/20196795]	
DOID:0050704	childhood electroclinical syndrome	An electroclinical syndrome with onset in childhood between one and 12 years of age. [url:https\://www.ncbi.nlm.nih.gov/pubmed/20196795]	
DOID:0050705	adolescence-adult electroclinical syndrome	An electroclinical syndrome with onset in adolescence and adulthood. [url:https\://www.ncbi.nlm.nih.gov/pubmed/20196795] {comment=JA:Epilepsy_Genetics_Kiel}	
DOID:0050706	variable age at onset electroclinical syndrome	An electroclinial syndrome that is characterized by development of seizures later in life with a variable age of onset and duration. [url:https\://www.ncbi.nlm.nih.gov/pmc/articles/PMC3267655/]	
DOID:0050707	obsolete nonsyndromic epilepsy	
DOID:0050708	early onset absence epilepsy	A childhood electroclinical syndrome characterized by the occurrence of typical absence seizures starting between the age of four and ten years. [url:https\://www.ncbi.nlm.nih.gov/pubmed/24099057]	
DOID:0050709	early infantile epileptic encephalopathy	A neonatal period electroclinical syndrome that is characterized by tonic spasms and partial seizures. [url:http\://en.wikipedia.org/wiki/Ohtahara_syndrome, url:http\://www.ninds.nih.gov/disorders/ohtahara/ohtahara.htm]	Early Infantile Epileptic Encephalopathy with Burst-Suppression
DOID:0050710	3-Methylcrotonyl-CoA carboxylase deficiency	An amino acid metabolic disorder that is classified by inadequate levels of the enzyme 3-methylcrotonyl-CoA carboxylase that helps break down proteins containing the amino acid leucine. This disease has_symptom muscular hypotonia (weak muscle tone), has_symptom muscular atrophy, has_symptom feeding difficulties, has_symptom recurrent episodes of vomiting and diarrhea, and has_symptom lethargy. [url:http\://en.wikipedia.org/wiki/3-Methylcrotonyl-CoA_carboxylase_deficiency, url:http\://omim.org/entry/210200]	3-Methylcrotonylglycinuria,3MCC deficiency,BMCC deficiency
DOID:0050711	aceruloplasminemia	An iron metabolism disease that has_material_basis_in a mutation in the ceruloplasmin gene characterized by progressive neurodegeneration of the retina and basal ganglia and diabetes mellitus. [url:http\://en.wikipedia.org/wiki/Aceruloplasminemia, url:http\://omim.org/entry/604290?search=604290&highlight=604290]	
DOID:0050712	AGAT deficiency	An amino acid metabolic disorder that has_material_basis_in a mutation in the GATM gene resulting in deficiency of arginine:glycine amidinotransferase which then limits creatine synthesis. [url:http\://en.wikipedia.org/wiki/Arginine\:glycine_amidinotransferase#Deficiency, url:http\://omim.org/entry/612718?search=AGAT%20deficiency&highlight=deficiency%20agat]	arginine:glycine amidinotransferase deficiency,CEREBRAL CREATINE DEFICIENCY SYNDROME 3
DOID:0050713	fatal infantile cardioencephalomyopathy due to cytochrome c oxidase deficiency	A mitochondrial metabolism disease that has_material_basis_in a deficiency of cytochrome c oxidase. [url:http\://omim.org/entry/604377]	cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency,fatal infantile cardioencephalomyopathy due to cytochrome c oxidase deficiency,fatal infantile COX deficiency,fatal infantile cytochrome C oxidase deficiency,fatal infantile encephalocardiomyopathy
DOID:0050715	methylmalonic aciduria and homocystinuria type cblC	A methylmalonic acidemia that has_material_basis_in deficiency in synthesis of both AdoCbl and MeCbl (cblC) and is characterized by decreased levels of the coenzymes adenosylcobalamin (AdoCbl) and methylcobalamin (MeCbl), which results in decreased activity of the respective enzymes methylmalonyl-CoA mutase. [url:http\://omim.org/entry/277400?search=METHYLMALONIC%20ACIDURIA&highlight=methylmalonic%20aciduria%20%22methylmalonic%20aciduria%22]	Cobalamin C deficiency
DOID:0050716	methylmalonic aciduria and homocystinuria type cblD	A methylmalonic aciduria that is characterized by combined homocystinuria and methylmalonic aciduria and deficiency of MCM and MS activities. [url:http\://omim.org/entry/277410?search=METHYLMALONIC%20ACIDURIA&highlight=methylmalonic%20aciduria%20%22methylmalonic%20aciduria%22, url:https\://www.ncbi.nlm.nih.gov/pubmed/18385497]	Cobalamin D deficiency
DOID:0050717	methylmalonic aciduria and homocystinuria type cblF	A methylmalonic acidemia that is characterized by the accumulation of cobalamin in lysosomes which is then unable to synthesize the cofactors adenosylcobalamin (AdoCbl) and methylcobalamin (MeCbl) and that has_material_basis_in homozygous or compound heterozygous mutation in the LMBRD1 gene on chromosome 6q13. [url:https\://www.ncbi.nlm.nih.gov/pubmed/21910240]	Cobalamin F deficiency
DOID:0050718	vitamin metabolic disorder	An inherited metabolic disorder resulting from a deficiency in vitamin or vitamin cofactor transport or metabolism. [url:http\://en.wikipedia.org/wiki/Inborn_error_of_metabolism]	
DOID:0050719	cerebral folate receptor alpha deficiency	A vitamin metabolic disorder that has_material_basis_in mutations in the folate receptor 1 (FOLR1) gene coding for folate receptor alpha (FRalpha), is located_in the brain and is characterized by progressive movement disturbance, psychomotor decline, and epilepsy. [url:http\://en.wikipedia.org/wiki/B_vitamins, url:https\://www.ncbi.nlm.nih.gov/pubmed/19732866]	
DOID:0050720	ornithine translocase deficiency	An amino acid metabolic disorder that has_material_basis in deficiency of ornithine translocase resulting in the accumulation of ammonia in the blood. [url:http\://en.wikipedia.org/wiki/Ornithine_translocase_deficiency, url:http\://rarediseases.info.nih.gov/GARD/Condition/2830/Ornithine_translocase_deficiency_syndrome.aspx]	HHH syndrome,Hyperornithinemia-Hyperammonemia-Homocitrullinuria (HHH) syndrome
DOID:0050721	serine deficiency	An amino acid metabolic disorder that has_material_basis_in defects in the biosynthesis of the amino acid L-serine. [url:https\://www.ncbi.nlm.nih.gov/pubmed/15021249]	
DOID:0050722	PHGDH deficiency	A serine deficiency that has_material_basis_in deficiency of phosphoglycerate dehydrogenase which results in a disruption of L-serine biosynthesis. [url:http\://en.wikipedia.org/wiki/Phosphoglycerate_dehydrogenase, url:http\://www.ncbi.nlm.nih.gov/pubmed?term=18296366, url:http\://www.omim.org/entry/601815]	PHOSPHOGLYCERATE DEHYDROGENASE DEFICIENCY
DOID:0050723	PSAT deficiency	A serine deficiency that has_material_basis_in deficiency of phosphoserine aminotransferase and is characterized by low concentartions of serine and flycine in plasma and cerebrospinal fluid. [url:http\://www.ncbi.nlm.nih.gov/pmc/articles/PMC1852735/, url:http\://www.omim.org/entry/610992?search=610992&highlight=610992, url:http\://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=284417]	Phosphoserine aminotransferase deficiency
DOID:0050724	PSPH deficiency	A serine deficiency that has_material_basis_in deficiency of phosphoserine phosphatase impeding the synthesis of L-serine. [url:http\://en.wikipedia.org/wiki/PSPH, url:http\://www.omim.org/entry/614023, url:http\://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=79350]	Phosphoserine phosphatase deficiency,PSPHD
DOID:0050725	tyrosinemia type II	A tyrosinemia that has_material_basis_in deficiency of hepatic tyrosine aminotransferase located_in the liver and is characterized by keratitis, painful palmoplantar hyperkeratosis, mental retardation, and elevated serum tyrosine levels. [url:http\://en.wikipedia.org/wiki/Tyrosinemia_type_II, url:http\://www.omim.org/entry/276600?search=276600&highlight=276600]	Oculocutaneous tyrosinemia,Richner-Hanhart syndrome
DOID:0050726	tyrosinemia type I	A tyrosinemia that has_material_basis_in deficiency of the enzyme fumarylacetoacetate hydrolase resulting in an increase in fumarylacetoacetate which inhibits previous steps in tyrosine degradation leading to an accumulation of tyrosine in the body. [url:http\://en.wikipedia.org/wiki/Type_I_tyrosinemia]	hepatorenal tyrosinemia
DOID:0050727	tyrosinemia type III	A tyrosinemia that has_material_basis_in deficiency of 4-hydroxyphenylpyruvate dioxygenase disrupting the break down of tyrosine. [url:http\://en.wikipedia.org/wiki/Type_III_tyrosinemia, url:http\://www.omim.org/entry/276710?search=tyrosinemia&highlight=tyrosinemia]	
DOID:0050728	glycogen metabolism disorder	A carbohydrate metabolism disorder that is characterized by abnormal accumulation or depletion of liver glycogen. [url:http\://en.wikipedia.org/wiki/Glycogen#Disorders_of_glycogen_metabolism]	
DOID:0050729	neutral lipid storage disease	A lipid storage disease that is characterized by accumulation of triglycerides in the cytoplasm of leukocytes, muscle, liver, fibroblasts, and other tissues. [url:http\://en.wikipedia.org/wiki/Chanarin-Dorfman_syndrome]	Chanarin-Dorfman syndrome
DOID:0050730	coenzyme Q10 deficiency disease	A mitochondrial metabolism disease that is characterized by a deficiency of CoQ10 resulting from reduced biosynthesis. [url:http\://en.wikipedia.org/wiki/Coenzyme_Q10#CoQ10_deficiency_and_toxicity]	COENZYME Q10 DEFICIENCY, PRIMARY
DOID:0050731	vitamin B12 deficiency	A vitamin metabolic disorder that results from low blood levels of vitamin B12. [url:http\://en.wikipedia.org/wiki/B12_deficiency]	cobalamin deficiency,hypocobalaminemia
DOID:0050732	methylmalonic aciduria and homocystinuria type cblE	A methylmalonic acidemia that is characterized by megaloblastic anemia, lethargy, failure to thrive, developmental delay, intellectual deficit and seizures, has_material_basis_in homozygous or compound heterozygous mutation in the MTRR on chromosome 5p15 that causes inborn error of vitamin B12 metabolism. [url:https\://rarediseases.info.nih.gov/diseases/3584/methylmalonic-acidemia-with-homocystinuria-type-cb, url:https\://www.omim.org/entry/236270]	
DOID:0050733	methylmalonic aciduria and homocystinuria type cblG	A methylmalonic acidemia that is characterized by megaloblastic anemia, lethargy, failure to thrive, developmental delay, intellectual deficit and seizures, has_material_basis_in homozygous or compound heterozygous mutation in the MTR gene on chromosome 1q43 that causes an inborn error of vitamin B12 metabolism. [url:https\://rarediseases.info.nih.gov/diseases/3584/methylmalonic-acidemia-with-homocystinuria-type-cblf, url:https\://www.omim.org/entry/250940]	
DOID:0050734	congenital intrinsic factor deficiency	A vitamin B12 deficiency that is characterized by megaloblastic anemia due to the absence of gastric intrinsic factor which results in abnormal vitamin B12 absorption. [url:http\://omim.org/entry/261000?search=261000&highlight=261000, url:http\://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=332, url:https\://www.ncbi.nlm.nih.gov/pubmed/14695536]	hereditary intrinsic factor deficiency
DOID:0050735	X-linked monogenic disease	A monogenic disease that has_material_basis_in muations in genes on the X chromosome. [url:http\://en.wikipedia.org/wiki/Genetic_disorder#X-linked_dominant, url:http\://ghr.nlm.nih.gov/handbook/inheritance/inheritancepatterns]	
DOID:0050736	autosomal dominant disease	An autosomal genetic disease that is characterized by the presence of one disease-associated mutation of a gene which is sufficient to cause the disease. [url:http\://ghr.nlm.nih.gov/glossary=autosomaldominant, url:http\://ghr.nlm.nih.gov/handbook/inheritance/inheritancepatterns, url:http\://www.nlm.nih.gov/medlineplus/ency/article/002049.htm]	
DOID:0050737	autosomal recessive disease	An autosomal genetic disease that is characterized by the presence of two mutated copies of the gene, both of which must be present in order for the disease or trait to develop. [url:http\://ghr.nlm.nih.gov/handbook/inheritance/inheritancepatterns, url:http\://www.nlm.nih.gov/medlineplus/ency/article/002052.htm]	
DOID:0050738	Y-linked monogenic disease	A monogenic disease that has_material_basis_in muations on the Y chromosome. [url:http\://en.wikipedia.org/wiki/Genetic_disorder#Y-linked]	
DOID:0050739	autosomal genetic disease	A monogenic disease that has_material_basis_in a mutation in a single gene on one of the non-sex chromosomes. [url:http\://ghr.nlm.nih.gov/glossary=autosomaldominant, url:http\://ghr.nlm.nih.gov/handbook/inheritance/inheritancepatterns]	
DOID:0050740	Qazi Markouizos syndrome	A syndrome that is characterized by hypotonia, congenital fiber type disproportion and dysharmonic skeletal maturation. [url:http\://omim.org/entry/600096, url:http\://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=3010]	Dysharmonic skeletal maturation - muscular fibre disproportion,Qazi-Markouizos syndrome
DOID:0050741	alcohol dependence	A substance dependence that is characterized by tolerance, withdrawal symptoms, increasing use, persistent desire to decrease consumption, time spent obtaining or recovering from alcohol caused by a physical and psychological dependence on alcohol. [url:https\://en.wikipedia.org/wiki/Alcohol_dependence]	alcoholism
DOID:0050742	nicotine dependence	A substance dependence that is characterized by a physical dependence on nicotine. [url:https\://en.wikipedia.org/wiki/Nicotine_dependence]	tobacco use disorder
DOID:0050743	mature T-cell and NK-cell lymphoma	A non-Hodgkin lymphoma that has_material_basis_in mature T lymphocytes and natural killer cells. [url:http\://www.cancer.gov/dictionary?CdrID=393800, url:http\://www.cancer.gov/dictionary?CdrID=44062, url:https\://www.ncbi.nlm.nih.gov/pubmed/21919697]	mature T-cell and natural killer cell lymphoma,NK-T cell lymphoma
DOID:0050744	anaplastic large cell lymphoma	A non-Hodgkin lymphoma involving aberrant T-cells. [url:http\://en.wikipedia.org/wiki/Anaplastic_large-cell_lymphoma#Epidemiology]	
DOID:0050745	diffuse large B-cell lymphoma	A B-cell lymphoma that is a cancer of B cells presenting as an aggressive tumour which can arise in virtually any part of the body. [url:http\://en.wikipedia.org/wiki/Diffuse_large_B-cell_lymphoma, url:https\://www.ncbi.nlm.nih.gov/pubmed/28487884]	DLBCL
DOID:0050746	mantle cell lymphoma	A B-cell lymphocytic neoplasm due to CD5 positive antigen-naive pregerminal center B-cell within the mantle zone that surrounds normal germinal center follicles. [url:http\://en.wikipedia.org/wiki/Mantle_cell_lymphoma]	
DOID:0050747	lymphoplasmacytic lymphoma	A B-cell lymphocytic neoplasm characterized by an uncontrolled increase of B-cells. [url:http\://en.wikipedia.org/wiki/Lymphoplasmacytic_lymphoma]	
DOID:0050748	marginal zone B-cell lymphoma	A B-cell lymphoma that is characterized by initial formation in the marginal zones of lymph tissue. [url:http\://en.wikipedia.org/wiki/Marginal_zone_B-cell_lymphoma, url:http\://www.cancer.gov/dictionary?CdrID=562554]	marginal zone lymphoma
DOID:0050749	peripheral T-cell lymphoma	A mature T-cell and NK-cell lymphoma includes a group of T-cell lymphomas that develop away from the thymus. [url:http\://en.wikipedia.org/wiki/Peripheral_T-cell_lymphoma]	
DOID:0050750	splenic marginal zone lymphoma	A marginal zone B-cell lymphocyte located_in the spleen comprised of B-cells in place of white pulp. [url:http\://en.wikipedia.org/wiki/Splenic_marginal_zone_lymphoma]	
DOID:0050751	T-cell large granular lymphocyte leukemia	A T-cell lymphocytic leukemia that exhibits an unexplained, chronic (greater than 6 months) elevation in large granular lymphocytes (LGLs) in the peripheral blood. [url:http\://en.wikipedia.org/wiki/T-cell_large_granular_lymphocyte_leukemia]	Large granular lymphocytic leukaemia,Large granular lymphocytic leukemia,T-cell large granular lymphocyte leukaemia
DOID:0050752	amyotrophic lateral sclerosis type 8	An amyotrophic lateral sclerosis that has_material_basis_in mutation in the VAPB gene on chromosome 20. [url:http\://en.wikipedia.org/wiki/Amyotrophic_lateral_sclerosis, url:http\://omim.org/entry/608627]	ALS8,amyotrophic lateral sclerosis 8
DOID:0050753	cerebellar ataxia	A hereditary ataxia that is characterized by ataxia originating in the cerebellum. [url:http\://en.wikipedia.org/wiki/Cerebellar_ataxia]	
DOID:0050754	ataxia with oculomotor apraxia type 1	An autosomal recessive cerebellar ataxia that is characterized by progressive cerebellar ataxia including oculomotor apraxia, severe neuropathy and hypoalbuminemia, has_material_basis_in autosomal recessive inheritance of mutation in the APTX gene. [url:https\://rarediseases.info.nih.gov/diseases/9283/ataxia-oculomotor-apraxia-type-1]	
DOID:0050755	ataxia with oculomotor apraxia type 2	An autosomal recessive cerebellar ataxia that is characterized by the onset of ataxia between age three and thirty including axonal sensorimotor neuropathy, oculomotor apraxia, cerebellar atrophy and elevated alpha-fetoprotein, has_material_basis_in homozygous or compound heterozygous mutation in the SETX gene on chromosome 9q34. [url:https\://www.ncbi.nlm.nih.gov/books/NBK1154/]	
DOID:0050756	obsolete CLN3 disease	
DOID:0050757	deafness-dystonia-optic neuronopathy syndrome	A mitochondrial metabolism disease that is characterized by hearing loss that begins early in life, problems with movement, impaired vision, and behavior problems, and has_material_basis_in mutations in the TIMM8A gene resulting in abnormal protein transport within the mitochondria. [url:http\://en.wikipedia.org/wiki/Mohr%E2%80%93Tranebj%C3%A6rg_syndrome, url:http\://ghr.nlm.nih.gov/condition/deafness-dystonia-optic-neuronopathy-syndrome, url:http\://omim.org/entry/304700, url:http\://www.ncbi.nlm.nih.gov/books/NBK1216/]	Deafness Dystonia Optic Atrophy Syndrome,Deafness Dystonia Optic Neuronopathy Syndrome,deafness dystonia syndrome,Dystonia Deafness Syndrome,Jensen syndrome,Mohr-Tranebjaerg Syndrome,Mohr-Tranebjaerg syndrome
DOID:0050758	metabolic acidosis	An acquired metabolic disease that characterized by excessive production of acid. [url:http\://en.wikipedia.org/wiki/Metabolic_acidosis, url:https\://medlineplus.gov/ency/article/000335.htm]	
DOID:0050759	myotonic dystrophy type 2	A myotonic disease that is characterized by myotonia and progressive, proximal muscle  wasting and weakness affecting the skeletal and smooth muscles of the neck, shoulders, elbows and hips and has_material_basis_in the autosomal dominant inheritance of the CNBP (ZNF9) gene containing an expansion of a CCTG repeat in intron one. [url:http\://ghr.nlm.nih.gov/condition/myotonic-dystrophy, url:http\://www.ncbi.nlm.nih.gov/books/NBK1466/]	
DOID:0050760	X-linked myopathy with excessive autophagy	A myopathy that is characterized by childhood onset of progressive muscle weakness and atrophy primarily affecting the proximal muscles in males between 5 and 10 years old, has_material_basis_in mutation in the VMA21 gene on chromosome Xq28. [url:https\://rarediseases.org/rare-diseases/x-linked-myopathy-with-excessive-autophagy/]	XMEA
DOID:0050761	obsolete paramyloidosis	
DOID:0050762	adenylosuccinase lyase deficiency	An amino acid metabolic disorder that is characterized by microcephaly, aggressive behavior, cerebellar hypoplasia and seizures, has_material_basis_in autosomal recessive inheritance of mutation in the ADSL gene resulting in adenylosuccinate lyase deficiency. [url:https\://en.wikipedia.org/wiki/Adenylosuccinate_lyase_deficiency]	
